label,pattern,attr,replace,suffix_term
reproduction,polygamomonoecious,lower,polygamomonoecious,
reproduction,polygamous,lower,polygamous,
male_reproduction,protandrous,lower,protandrous,
reproduction,protogynous,lower,protogynous,
reproduction,subandroecious,lower,subandroecious,
reproduction,subdioecious,lower,subdioecious,
reproduction,subgynoecious,lower,subgynoecious,
reproduction,trimonoecious,lower,trimonoecious,
reproduction,trioecious,lower,trioecious,
sex,(female),lower,female,
sex,(male),lower,male,
sex,(pistillate),lower,pistillate,
sex,(staminate),lower,staminate,
sex,[female],lower,female,
sex,[male],lower,male,
sex,[pistillate],lower,pistillate,
sex,[staminate],lower,staminate,
sex,bisexual,lower,bisexual,
sex,diclinous,lower,diclinous,
sex,imperfect,lower,imperfect,
sex,male,lower,male,
sex,monoclinous,lower,monoclinous,
sex,perfect,lower,perfect,
sex,pistillate,lower,pistillate,
sex,staminate,lower,staminate,
sex,synoecious,lower,synoecious,
sex,unisexual,lower,unisexual,
shape,actinomorphic,lower,radially symmetric,
shape,alate,lower,alate,
shape,amentiform,lower,amentiform,
shape,ampulliform,lower,ampulliform,
shape,angular,lower,angular,
shape,angular-orbiculate,lower,polygonal,
shape,angulate,lower,angulate,
shape,antrorsed,lower,antrorsed,
shape,apiculate,lower,apiculate,
shape,arched,lower,arched,
shape,baculiform,lower,baculiform,
shape,biconvex,lower,biconvex,
shape,bifid,lower,bifid,
shape,bifusiform,lower,bifusiform,
shape,bilabiate,lower,bilabiate,
shape,bilateral,lower,bilaterally symmetric,
shape,bowl-shaped,lower,saucerlike,
shape,bowlshaped,lower,saucerlike,
shape,branched,lower,branched,
shape,broad-based,lower,broad-based,
shape,bullate,lower,bullate,
shape,c-curved,lower,c-curved,
shape,calcarate,lower,calcarate,
shape,calceolate,lower,calceolate,
shape,campanulate,lower,campanulate,
shape,capitate,lower,capitate,
shape,capitulate,lower,capitulate,
shape,chaffy,lower,chaffy,
shape,circular,lower,orbicular,
shape,colliculate,lower,colliculate,
shape,compressed-obovoid,lower,compressed-obovoid,
shape,compressed-ovoid,lower,compressed-ovoid,
shape,concave,lower,concave,
shape,conelike,lower,conelike,
shape,contracted,lower,contracted,
shape,convex,lower,convex,
shape,coronate,lower,coronate,
shape,craspedial,lower,craspedial,
shape,crateriform,lower,saucerlike,
shape,cruciform,lower,cruciform,
shape,cultrate,lower,cultrate,
shape,cup-shaped,lower,cup-shaped,
shape,cupshaped,lower,cup-shaped,
shape,cupular,lower,cupular,
shape,cupulate,lower,cup-shaped,
shape,curved,lower,curved,
shape,cushion-shaped,lower,cushion-shaped,
shape,cyanthiform,lower,cyanthiform,
shape,cylindric,lower,cylindric,
shape,cylindrical,lower,cylindrical,
shape,cymbiform,lower,saucerlike,
shape,decurved,lower,decurved,
shape,depressed-deltate,lower,depressed-deltate,
shape,dilated,lower,dilated,
shape,diplostemonous,lower,diplostemonous,
shape,ellipsoid,lower,ellipsoid,
shape,ellipsoidal,lower,ellipsoidal,
shape,elliptic-oblanceolate,lower,elliptic-oblanceolate,
shape,elongate-ovate,lower,elongate-ovate,
shape,ensate,lower,ensate,
shape,fasciculate,lower,fasciculate,
shape,flagelliform,lower,flagelliform,
shape,foliate,lower,foliate,
shape,funiform,lower,funiform,
shape,funnelform,lower,funnelform,
shape,fused,lower,fused,
shape,fusiform,lower,fusiform,
shape,galeate,lower,galeate,
shape,gland-tipped,lower,gland-tipped,
shape,glandular-capitate,lower,glandular-capitate,
shape,globose,lower,spheric,
shape,grooved,lower,grooved,
shape,haplostemonous,lower,haplostemonous,
shape,hemispheric,lower,hemispheric,
shape,hippocrepiform,lower,hippocrepiform,
shape,incised,lower,incised,
shape,incurved,lower,incurved,
shape,incurved-ascending,lower,incurved-ascending,
shape,inequilateral,lower,inequilateral,
shape,inert,lower,inert,
shape,infundibular,lower,infundibular,
shape,irregular,lower,bilaterally symmetric,
shape,keeled,lower,keeled,
shape,labiate,lower,labiate,
shape,ligulate,lower,ligulate,
shape,liguliform,lower,liguliform,
shape,low-bullate,lower,low-bullate,
shape,monosymmetric,lower,monosymmetric,
shape,monosymmetrical,lower,monosymmetrical,
shape,moriform,lower,moriform,
shape,mounded,lower,mounded,
shape,multifoliolate,lower,multifoliolate,
shape,navicular,lower,cymbiform,
shape,obconic,lower,obconic,
shape,obese,lower,obese,
shape,oblong-elliptic,lower,oblong-elliptic,
shape,oblong-terete,lower,oblong,
shape,obovoid,lower,obovoid,
shape,obtriangular,lower,obtriangular,
shape,obtusangulate,lower,obtusangulate,
shape,obtuse-apiculate,lower,obtuse-apiculate,
shape,octagonal,lower,polygonal,
shape,octagonate,lower,polygonal,
shape,ovoid,lower,ovoid,
shape,ovoid-ellipsoid,lower,ovoid-ellipsoid,
shape,paleaceous,lower,paleaceous,
shape,palmatiite,lower,palmatiite,
shape,papilionaceous,lower,papilionaceous,
shape,pappiform,lower,pappiform,
shape,patelliform,lower,patelliform,
shape,pedicellate,lower,pedicellate,
shape,pendulous,lower,pendulous,
shape,pentagonal,lower,polygonal,
shape,pentangular,lower,polygonal,
shape,pentangulate,lower,polygonal,
shape,petiolate,lower,petiolate,
shape,pinnatiite,lower,pinnatiite,
shape,plain,lower,plain,
shape,plane,lower,plane,
shape,plumose,lower,plumose,
shape,plumpy,lower,plumpy,
shape,polygonal,lower,polygonal,
shape,polygonal - angulate,lower,polygonal,
shape,polygonal-angulate,lower,polygonal,
shape,pseudoracemose,lower,pseudoracemose,
shape,pulvinate,lower,pulvinate,
shape,pyriform,lower,pyriform,
shape,quadagulate,lower,polygonal,
shape,quadanguar,lower,polygonal,
shape,rectangular,lower,rhomboid,
shape,recurved,lower,recurved,
shape,recurving,lower,recurving,
shape,refracted,lower,refracted,
shape,regular,lower,radially symmetric,
shape,retrorse,lower,retrorse,
shape,rosette,lower,rosette,
shape,rosettes,lower,rosette,
shape,rotate,lower,rotate,
shape,rotund,lower,orbicular,
shape,s-curved,lower,s-curved,
shape,saccate,lower,saccate,
shape,salverform,lower,salverform,
shape,saucer-like,lower,saucerlike,
shape,saucer-shaped,lower,saucerlike,
shape,saucerlike,lower,saucerlike,
shape,saucershaped,lower,saucerlike,
shape,sausage-shaped,lower,sausage-shaped,
shape,scapiform,lower,scapiform,
shape,semicircular,lower,semicircular,
shape,semicordate,lower,semicordate,
shape,semisagittate,lower,semisagittate,
shape,semitriangular,lower,semitriangular,
shape,septagonal,lower,polygonal,
shape,septagonate,lower,polygonal,
shape,septate,lower,septate,
shape,setiform,lower,setiform,
shape,setose-cilliate,lower,setose-cilliate,
shape,sextagonal,lower,polygonal,
shape,sextagonate,lower,polygonal,
shape,short-stipitate,lower,short-stipitate,
shape,slender,lower,slender,
shape,spheric,lower,spheric,
shape,spicate,lower,spicate,
shape,spiculate,lower,spiculate,
shape,spikelike,lower,spikelike,
shape,squamiform,lower,squamiform,
shape,stalked,lower,stalked,
shape,stellate,lower,stellate,
shape,stellate-lepidote,lower,stellate-lepidote,
shape,stelliate,lower,stelliate,
shape,stelliform,lower,stelliform,
shape,stipitate glandular,lower,stipitate glandular,
shape,straight,lower,straight,
shape_leader,striately,lower,striately,
shape,styliform,lower,styliform,
shape,subalternate,lower,subalternate,
shape,subcordate,lower,subcordate,
shape,subcylindric,lower,cylindrical,
shape,subcylindrical,lower,cylindrical,
shape,subdecurved,lower,subdecurved,
shape,subequilateral,lower,subequilateral,
venation,subflabellate,lower,subflabellate,
shape,subglobose,lower,subglobose,
shape,subincurved,lower,subincurved,
shape,sublobulate,lower,sublobulate,
shape,submoriform,lower,submoriform,
shape,suborbicular,lower,orbicular,
shape,suborbiculate,lower,orbicular,
shape,subovoid,lower,subovoid,
shape,subpeltate,lower,subpeltate,
shape,subreniform,lower,reniform,
shape,subrhombic,lower,subrhombic,
shape,subterete,lower,subterete,
shape,sulcate,lower,sulcate,
shape,supervolute,lower,supervolute,
shape,symmetric,lower,symmetric,
shape,tapering,lower,tapering,
shape,tragacanthoid,lower,tragacanthoid,
shape,trapezoid,lower,trapezoid,
shape,triangular,lower,triangular,
shape,triangulate,lower,,
shape,trifid,lower,trifid,
shape,trinifoliate,lower,trinifoliate,
shape,tub-shaped,lower,tub-shaped,
shape,tubular,lower,tubular,
shape,turbinate,lower,turbinate,
shape,turbinate-campanulate,lower,turbinate-campanulate,
shape,twisted,lower,twisted,
shape,urceolate,lower,urceolate,
shape,urn-shaped,lower,urn-shaped,
shape,vaginate,lower,vaginate,
shape,valvate,lower,valvate,
shape,verruciform,lower,verruciform,
shape,zygomorphic,lower,bilaterally symmetric,
shape,zygomorphous,lower,bilaterally symmetric,
shape_leader,abruptly,lower,abruptly,
shape_leader,annulate,lower,annulate,
shape_leader,arborescently,lower,arborescently,
shape_leader,asymmetrically,lower,asymmetrically,
shape_leader,auricular,lower,auricular,
shape_leader,bilaterally,lower,bilaterally,
shape_leader,broadly,lower,broadly,
shape_leader,bulbously,lower,bulbously,
shape_leader,cuneately,lower,cuneately,
shape_leader,deeply,lower,deeply,
shape_leader,depressed,lower,depressed,
shape,elongate,lower,elongate,
shape_leader,firmly,lower,firmly,
shape_leader,forwardly,lower,forwardly,
shape_leader,gently,lower,gently,
shape_leader,horizontal,lower,horizontal,
shape_leader,inflated,lower,inflated,
shape_leader,irregularly,lower,irregularly,
shape_leader,long-,lower,long-,
shape_leader,loose,lower,loose,
shape_leader,microscopically,lower,microscopically,
shape_leader,mostly,lower,mostly,
shape_leader,narrowly,lower,narrowly,
shape_leader,nearly,lower,nearly,
shape_leader,obliquely,lower,obliquely,
shape_leader,obscurely,lower,obscurely,
shape_leader,palmately,lower,palmate,
shape_leader,paniculately,lower,paniculately,
shape_leader,partly,lower,partly,
shape_leader,pedately,lower,pedate,
shape_leader,pinnately,lower,pinnate,
shape_leader,pliantly,lower,pliantly,
shape_leader,plumply,lower,plumply,
shape_leader,radially,lower,radially,
shape_leader,semi,lower,semi,
shape_leader,shallowly,lower,shallowly,
shape_leader,sometimes,lower,sometimes,
shape_leader,squatly,lower,squatly,
shape_leader,sub,lower,sub,
shape_leader,subequally,lower,subequally,
shape_leader,symmetrically,lower,symmetrically,
shape_leader,vertically,lower,vertically,
count_suffix,- androus,lower,androus,male_part
count_suffix,- bracteolate,lower,bracteolate,leaf_part
count_suffix,- callose,lower,callose,subpart
count_suffix,- columned,lower,column,part
count_suffix,- horned,lower,horn,subpart
count_suffix,- incised,lower,incised,subpart
count_suffix,- jointed,lower,joint,subpart
count_suffix,- jug,lower,pairs,count_group
count_suffix,- locular,lower,locular,subpart
count_suffix,- merous,lower,merous,count
count_suffix,- nate,lower,nate,subpart
count_suffix,- ranked,lower,ranked,subpart
count_suffix,- rayed,lower,ray,subpart
count_suffix,- ribbed,lower,rib,venation
count_suffix,- seeded,lower,seed,fruit_part
count_suffix,- toothed,lower,tooth,leaf_margin
count_suffix,- veined,lower,vein,venation
count_suffix,-androus,lower,androus,male_part
count_suffix,-bracteolate,lower,bracteolate,leaf_part
count_suffix,-callose,lower,callose,subpart
count_suffix,-columned,lower,column,part
count_suffix,-flowered,lower,flower,flower_part
count_suffix,-horned,lower,horn,subpart
count_suffix,-incised,lower,incised,subpart
count_suffix,-jointed,lower,joint,subpart
count_suffix,-jug,lower,pairs,count_group
count_suffix,-locular,lower,locular,subpart
count_suffix,-merous,lower,merous,count
count_suffix,-nate,lower,nate,subpart
count_suffix,-nerved,lower,vein,venation
count_suffix,-ranked,lower,ranked,subpart
count_suffix,-rayed,lower,ray,subpart
count_suffix,-ribbed,lower,rib,venation
count_suffix,-seeded,lower,seed,fruit_part
count_suffix,-toothed,lower,tooth,leaf_margin
count_suffix,-veined,lower,vein,venation
subpart,aculei,lower,aculei,
subpart,aculeus,lower,aculeus,
subpart,apex,lower,apex,
subpart,apiculi,lower,apiculus,
subpart,apiculus,lower,apiculus,
subpart,appendix,lower,appendix,
subpart,article,lower,article,
subpart,articles,lower,article,
subpart,axil,lower,axil,
subpart,axils,lower,axil,
subpart,base,lower,base,
subpart,bases,lower,base,
subpart,bivalve,lower,bivalve,
subpart,bivalves,lower,bivalve,
subpart,bristle,lower,setae,
subpart,bristles,lower,setae,
subpart,callose,lower,callose,
subpart,callous,lower,callous,
subpart,cilia,lower,cilia,
subpart,ciliolate,lower,ciliolate,
part,columned,lower,column,
subpart,crown,lower,crown,
subpart,crowns,lower,crown,
subpart,cusp,lower,cusp,
subpart,dehiscence,lower,dehiscence,
subpart,endosperm,lower,endosperm,
part,fascicle,lower,fascicle,
subpart,flesh,lower,flesh,
part,flowered,lower,flower,
subpart,gland,lower,gland,
subpart,glands,lower,gland,
subpart,groove,lower,groove,
subpart,hair,lower,hair,
subpart,hairs,lower,hair,
subpart,horned,lower,horn,
subpart,intervenium,lower,intervenium,
subpart,jointed,lower,joint,
subpart,limb,lower,limb,
subpart,limbs,lower,limb,
subpart,locular,lower,locular,
subpart,margin,lower,margin,
subpart,margins,lower,margin,
subpart,node,lower,node,
subpart,orifice,lower,orifice,
part,paraphyllidia,lower,paraphyllidia,
subpart,pili,lower,pili,
subpart,pilus,lower,hair,
part,pinnae,lower,pinnae,
subpart,pore,lower,pore,
subpart,pores,lower,pore,
subpart,ranked,lower,ranked,
subpart,ray,lower,ray,
subpart,rayed,lower,ray,
subpart,rays,lower,ray,
subpart,rim,lower,rim,
subpart,scales,lower,scales,
subpart,segment,lower,segment,
part,stipe,lower,stipe,
part,stipes,lower,stipe,
subpart,teeth,lower,tooth,
margin,tooth,lower,tooth,
subpart,tube,lower,tube,
subpart,tubes,lower,tube,
subpart,valve,lower,valve,
subpart,valves,lower,valve,
subpart,villi,lower,villi,
subpart,villus,lower,villus,
subpart,wing,lower,wing,
subpart,wings,lower,wing,
surface,acanceous,lower,acanceous,
surface,acantha,lower,acantha,
surface,acanthocarpus,lower,acanthocarpus,
surface,acanthocladous,lower,acanthocladous,
surface,aculeate,lower,aculeate,
surface,aculeolate,lower,aculeolate,
surface,aden,lower,aden,
surface,adenoid,lower,adenoid,
surface,adenophore,lower,adenophore,
surface,adenophyllous,lower,adenophyllous,
surface,appressed-setose,lower,appressed-setose,
surface,arachnoid,lower,arachnoid,
surface,bloom,lower,bloom,
surface,canescent,lower,canescent,
surface,carnosulous,lower,carnosulous,
surface,chartaceous,lower,chartaceous,
surface,ciliate,lower,ciliate,
shape,clavate,lower,clavate,
surface,coriaceouse,lower,coriaceouse,
surface,cuticle,lower,cuticle,
surface,downy,lower,downy,
surface,echinate-aculeate,lower,echinate-aculeate,
surface,efoliate,lower,efoliate,
surface,fimbriate,lower,fimbriate,
surface,floccose,lower,floccose,
surface,glabrate,lower,glabrate,
surface,glabrous,lower,glabrous,
surface,glandular,lower,glandular,
surface,glandular-punctate,lower,glandular-punctate,
surface,glandular-setose,lower,glandular-setose,
surface,glandular-setulose,lower,glandular-setulose,
surface,granular,lower,granular,
surface,hairy,lower,hairy,
surface,hirsute,lower,hirsute,
surface,hispid,lower,hispid,
surface,hispid-pilose,lower,hispid-pilose,
surface,lanate,lower,lanate,
surface,lanate-tomentulose,lower,lanate-tomentulose,
surface,lepidote,lower,lepidote,
surface,membranous,lower,membranous,
surface,pallid-tomentulose,lower,pallid-tomentulose,
surface,papillate-puberulent,lower,papillate-puberulent,
surface,pilose,lower,pilose,
surface,pilosulous,lower,pilosulous,
surface,pliant,lower,pliant,
surface,prickly,lower,prickly,
surface,puberulecence,lower,puberulecence,
surface,puberulent,lower,puberulent,
surface,puberulous,lower,puberulent,
surface,pubescent,lower,pubescent,
surface,scabrous,lower,scabrous,
surface,scurfy,lower,scurfy,
surface,sericeous,lower,sericeous,
surface,setaculeate,lower,setaculeate,
surface,setose,lower,setose,
surface,setose-ciliate,lower,setose-ciliate,
surface,setulose,lower,setulose,
surface,silky,lower,silky,
surface,silky-canescent,lower,silky-canescent,
surface,silky-pilosulous,lower,silky-pilosulous,
surface,silky-tomentulose,lower,silky-tomentulose,
surface,smooth,lower,smooth,
surface,subappressed-strigose,lower,strigose,
surface,sublustrous,lower,sublustrous,
surface,surface,lower,surface,
surface,surfaces,lower,surface,
surface,tomentose,lower,tomentose,
surface,tomentulose,lower,tomentulose,
surface,unarmed,lower,unarmed,
surface,verrucose,lower,verrucose,
surface,villose,lower,villose,
surface,villosity,lower,villosity,
surface,villosulous,lower,villosulous,
surface,viscid,lower,viscid,
surface_leader,armed,lower,armed,
surface_leader,canescently,lower,canescently,
surface_leader,densely,lower,densely,
surface_leader,shortly,lower,shortly,
surface_leader,thinly,lower,thinly,
count_suffix,- nerved,lower,vein,venation
venation,acrodromous,lower,acrodromous,
venation,actinodromous,lower,actinodromous,
subpart,anastomosing,lower,anastomosing,
venation,brochidodromous,lower,brochidodromous,
venation,campylodromous,lower,campylodrom,
venation,craspedodromous,lower,craspedodromous,
subpart,furcate,lower,furcate,
subpart,nerveless,lower,veinless,
subpart,nerves,lower,vein,
subpart,prominulous,lower,prominulous,
venation,reticulate,lower,reticulate,
subpart,reticulum,lower,reticulum,
venation,vein,lower,vein,
venation,veinless,lower,veinless,
venation,veinlet ,lower,veinlet ,
venation,veins,lower,vein,
venation,venation,lower,vein,
subpart,venulation,lower,venulation,
woodiness,herb,lower,herb,
woodiness,herbaceous,lower,herbaceous,
woodiness,herbs,lower,herb,
woodiness,woody,lower,woody,
part,column,lower,column,
location,apical,lower,apical,
joined,connate,lower,,
joined,adherent,lower,,
joined,adnate,lower,,
joined,synsepalous,lower,,
joined,sympetalous,lower,,
joined,synfilamentous,lower,,
joined,synandrous,lower,,
joined,synantherous,lower,,
joined,syncarpous,lower,,
shape,connate-perfoliate,lower,,
shape,ovate-angulate,lower,ovate-polygonal,
shape,triagonal,lower,polygonal,
shape,quadagonal,lower,polygonal,
shape,quadilateral,lower,polygonal,
shape,discoid,lower,disk,
flower_part,disc,lower,disk,
flower_part,discs,lower,disk,
leaf_part,leaved,lower,,
location,basally,lower,basal,
shape,plano-compressed,lower,plano-compressed,
shape,planocompressed,lower,plano-compressed,
flower_part,intemode,lower,intemode,
fruit_part,syncarp,lower,syncarp,
location,synanthous,lower,synanthous,
subpart,microphyllidious,lower,microphyllidious,
subpart,microphyll,lower,microphyll,
count_suffix,- jug.,lower,pairs,count_group
count_suffix,-jug.,lower,pairs,count_group
fruit_part,fr,lower,fruit,
fruit_part,fr.,lower,fruit,
count_suffix,- pairs,lower,pairs,count_group
count_suffix,-pairs,lower,pairs,count_group
skip,leaf-formula,lower,,
skip,lf-formula,lower,,
location,distal,lower,distal,
location,proximal,lower,proximal,
part,underbark,lower,underbark,
part,cortex,lower,,
part,epidermis,lower,,
part,endodermis,lower,,
leaf_part,costate,lower,rib,
surface,strigose,lower,strigose,
part,mid-stem,lower,,
woodiness,subherbaceous,lower,herbaceous,
leaf_part,leaf-stalks,lower,leaf-stalk,
leaf_part,leafstalk,lower,leaf-stalk,
leaf_part,leafstalks,lower,leaf-stalk,
location,dorsiventral,lower,dorsiventral,
location,dorsiventrally,lower,dorsiventral,
leaf_part,pulvinules,lower,pulvinule,
subpart,aculeolus,lower,aculeolus,
subpart,aculeoli,lower,aculeolus,
leaf_part,lf - stk,lower,leaf-stalk,
leaf_part,lf - stks,lower,leaf-stalk,
surface,scaberulous,lower,scabrous,
leaf_part,lfstk,lower,leaf-stalk,
leaf_part,lfstks,lower,leaf-stalk,
surface,subappressed,lower,subappressed,
surface,pubemlent,lower,pubemlent,
shape,confluent,lower,,
part,pachycaul,lower,,
shape,labriform,lower,labriform,
part,interpinnal segment,lower,interpinnal segment,
part,interpinnal segments,lower,interpinnal segment,
part,interfoliolar segment,lower,interfoliolar segment,
part,interfoliolar segments,lower,interfoliolar segment,
surface,eglandular,lower,eglandular,
location,below,lower,below,
location,terminally,lower,terminal,
venation,rib,lower,rib,
venation,ribs,lower,rib,
shape,stellately,lower,stellate,
subpart,sulcus,lower,sulcus,
subpart,sulci,lower,sulcus,
subpart,subcallose,lower,subcallose,
location,intramarginal,lower,intramarginal,
dim,broad,lower,broad,
dim,broader,lower,broad,
part,spur,lower,spur,
part,spurs,lower,spur,
location,posterior,lower,posterior,
subpart,nerve,lower,vein,
surface,fimbriolate,lower,fimbriolate,
location,anterior,lower,anterior,
subpart,axis,lower,axis,
subpart,axes,lower,axis,
subpart,trichome,lower,trichome,
subpart,trichomes,lower,trichome,
part,set(ul)ae,lower,set(ul)ae,
subpart,primary axis,lower,primary axis,
surface,glandularsetose,lower,glandularsetose,
subpart,tip,lower,tip,
subpart,tips,lower,tip,
part,interpetiolar segments,lower,interpetiolar segment,
shape,mucronulate,lower,mucronulate,
shape,square,lower,square,
subpart,venule,lower,vein,
subpart,venules,lower,vein,
shape_leader,reticular,lower,reticular,
shape,vase-shaped,lower,vase-shaped,
shape,unicostate,lower,pinnate,
shape,multicostate,lower,palmate,
shape,arcuate,lower,arcuate,
shape,cross-venulate,lower,cross-venulate,
venation,dichotomous,lower,dichotomous,
shape,longitudinal,lower,longitudinal,
venation,parallel,lower,parallel,
venation,penni parallel,lower,parallelodromous,
venation,penni-parallel,lower,parallelodromous,
margin,forma integra,lower,entire,
margin,ciliata,lower,ciliate,
margin,crenata,lower,crenate,
margin,dentata,lower,dentate,
margin,denticulata,lower,denticulate,
margin,duplicato-dentata,lower,doubly serrate,
margin,duplicato dentata,lower,doubly serrate,
margin,serrata,lower,serrate,
margin,serrulata,lower,serrulate,
margin,sinuosa,lower,sinuate,
margin,lobata,lower,lobate,
margin,undulata,lower,undulate,
margin,spiculata,lower,spiny,
venation,feather-veined,lower,feather-veined,
venation,feather veined,lower,feather-veined,
venation,pinnate-netted,lower,pinnate-netted,
venation,pinnate netted,lower,pinnate-netted,
venation,penniribbed,lower,penniribbed,
venation,penninerved,lower,penninerved,
venation,penniveined,lower,penniveined,
venation,camptodromous,lower,camptodromous,
venation,hyphodromous,lower,hyphodromous,
venation,striate,lower,striate,
venation,parallelodromous,lower,parallelodrom,
venation,parallel-veined,lower,parallelodromous,
venation,parallel-ribbed,lower,parallelodromous,
venation,parallel-nerved,lower,parallelodromous,
venation,parallelodrom,lower,parallelodrom,
venation,campylodrom,lower,campylodrom,
venation,imperfect basal,lower,imperfect basal,
venation,imperfect reticulate,lower,imperfect reticulate,
venation,palinactodromous,lower,palinactodrom,
venation,palinactodrom,lower,palinactodrom,
venation,arbuscular,lower,arbuscular,
venation,arbuscularis,lower,arbuscular,
venation,flabellatus,lower,flabellate,
venation,palmatus,lower,palmate,
venation,collimate,lower,collimate,
venation,collimatus,lower,collimate,
venation,conglutinate,lower,conglutinate,
venation,conglutinatus,lower,conglutinate,
venation,eucamptodromous,lower,eucamptodromous,
venation,cladodromous,lower,cladodromous,
venation,palmate-netted,lower,palmate,
venation,palmately netted,lower,palmate,
venation,palmate-veined,lower,palmate,
venation,palmately veined,lower,palmate,
venation,fan-veined,lower,palmate,
venation,fan veined,lower,palmate,
venation,uninervous,lower,uninervous,
venation,uninerved,lower,uninervous,
venation,netted,lower,netted,
venation,pinnate parallel,lower,pinnate parallel,
venation,unicostate parallel,lower,unicostate parallel,
venation,palmate-parallel,lower,palmate-parallel,
venation,palmate parallel,lower,palmate-parallel,
venation,multicostate parallel,lower,multicostate parallel,
venation,multicostate parallel convergent,lower,multicostate parallel convergent,
venation,multicostate parallel divergent,lower,multicostate parallel divergent,
venation,veined,lower,veined,
venation,unicostate reticulate,lower,unicostate reticulate,
venation,multicostate convergent,lower,multicostate convergent,
venation,multicostate divergent,lower,multicostate divergent,
venation,ternately,lower,ternate-netted,
venation,ternate-netted,lower,ternate-netted,
venation,channelled,lower,channelled,
venation,guttered,lower,guttered,
venation,canalicululate,lower,channelled,
venation,impressed,lower,impressed,
venation,plinervy,lower,plinervy,
venation,plinerved,lower,plinervy,
venation,scalariform,lower,scalariform,
venation,submarginal,lower,submarginal,
venation,trinerved,lower,trinerved,
shape,cat's-claw,lower,cat's-claw,
shape,cats-claw,lower,cat's-claw,
shape,cat's claw,lower,cat's-claw,
dim,longo,lower,length,
surface,villous,lower,villose,
surface,hispidulous,lower,hispid,
surface,retroaculeate,lower,retroaculeate,
about,±,lower,about,
leaf_part,lf-axis,lower,leaf-axis,
leaf_part,leaf-axis,lower,leaf-axis,
leaf_part,leaf axis,lower,leaf-axis,
leaf_part,leaflet-pairs,lower,leaflet,
leaf_part,leaflet-pair,lower,leaflet,
subpart,lf-axil,lower,leaf-axil,
subpart,leaf-axil,lower,leaf-axil,
subpart,leaf axil,lower,leaf-axil,
fruit_part,samaras,lower,fruit,
plant_habit,treelet,lower,treelet,
plant_habit,treelets,lower,treelet,
subpart,spine,lower,spine,
subpart,spines,lower,spine,
part,beltian body,lower,beltian body,
part,beltian bodies,lower,beltian body,
margin,biseriate,lower,uniseriate,
leaf_part,stipular spines,lower,,
shape_leader,bipinnately,lower,bipinnate,
surface,subglabrous,lower,subglabrous,
inflorescence,umbels,lower,umbel,
subpart,rhachis,lower,rhachis,
subpart,rachilla,lower,rachilla,
subpart,rachillae,lower,rachilla,
shape,funnelshaped,lower,funnelform,
shape,funnel-shaped,lower,funnelform,
shape,umbellate,lower,umbellate,
shape,umbrella-shaped,lower,umbrella-shaped,
