label,pattern,replace,suffix_term
reproduction,dichogamous,dichogamous,
reproduction,dioecious,dioecious,
reproduction,gynodioecious,gynodioecious,
reproduction,gynodioecy,gynodioecy,
reproduction,gynoecious,gynoecious,
reproduction,gynomonoecious,gynomonoecious,
reproduction,hermaphrodite,hermaphrodite,
reproduction,hermaphroditic,hermaphrodite,
reproduction,monoecious,monoecious,
reproduction,polygamodioecious,polygamodioecious,
reproduction,polygamomonoecious,polygamomonoecious,
reproduction,polygamous,polygamous,
reproduction,protogynous,protogynous,
reproduction,subandroecious,subandroecious,
reproduction,subdioecious,subdioecious,
reproduction,subgynoecious,subgynoecious,
reproduction,trimonoecious,trimonoecious,
reproduction,trioecious,trioecious,
sex,(female),female,
sex,(male),male,
sex,(pistillate),pistillate,
sex,(staminate),staminate,
sex,[female],female,
sex,[male],male,
sex,[pistillate],pistillate,
sex,[staminate],staminate,
sex,bisexual,bisexual,
sex,diclinous,diclinous,
sex,imperfect,imperfect,
sex,male,male,
sex,monoclinous,monoclinous,
sex,perfect,perfect,
sex,pistillate,pistillate,
sex,staminate,staminate,
sex,synoecious,synoecious,
sex,unisexual,unisexual,
shape,acicular,polygonal,
shape,actinomorphic,radially symmetric,
shape,acuminate,acuminate,
shape,acute,acute,
shape,acutifolius,acutifolius,
shape,alate,alate,
shape,amentiform,amentiform,
shape,amplexicaul,amplexicaul,
shape,ampulliform,ampulliform,
shape,angular,angular,
shape,angular-orbiculate,polygonal,
shape,angulate,angulate,
shape,antrorsed,antrorsed,
shape,apiculate,apiculate,
shape,arched,arched,
shape,arcuate,arcuate,
shape,aristate,aristate,
shape,asymmetrical,asymmetrical,
shape,attenuate,attenuate,
shape,auricle,auricle,
shape,auriculate,auriculate,
shape,baculiform,baculiform,
shape,biconvex,biconvex,
shape,bifid,bifid,
shape,bifoliate,bifoliate,
shape,bifoliolate,bifoliolate,
shape,bifusiform,bifusiform,
shape,bigeminate,bigeminate,
shape,bilabiate,bilabiate,
shape,bilateral,bilaterally symmetric,
shape,bilobate,bilobate,
shape,bipinnate,bipinnate,
shape,bipinnatisect,bipinnatisect,
shape,biternate,biternate,
shape,bowl-shaped,saucerlike,
shape,bowlshaped,saucerlike,
shape,branched,branched,
shape,broad-based,broad-based,
shape,bullate,bullate,
shape,c-curved,c-curved,
shape,calcarate,calcarate,
shape,calceolate,calceolate,
shape,campanulate,campanulate,
shape,capitate,capitate,
shape,capitulate,capitulate,
shape,cat's claw,cat's-claw,
shape,cat's-claw,cat's-claw,
shape,cats-claw,cat's-claw,
shape,caudate,caudate,
shape,chaffy,chaffy,
shape,circular,orbicular,
shape,cirrate,cirrate,
shape,cirrus,cirrus,
shape,clavate,clavate,
shape,colliculate,colliculate,
shape,compressed-obovoid,compressed-obovoid,
shape,compressed-ovoid,compressed-ovoid,
shape,concave,concave,
shape,conelike,conelike,
shape,confluent,,
shape,connate-perfoliate,,
shape,contracted,contracted,
shape,convex,convex,
shape,cordate,cordate,
shape,cordiform,cordiform,
shape,coronate,coronate,
shape,craspedial,craspedial,
shape,crateriform,saucerlike,
shape,cross-venulate,cross-venulate,
shape,cruciform,cruciform,
shape,cultrate,cultrate,
shape,cuneate,cuneate,
shape,cup-shaped,cup-shaped,
shape,cupshaped,cup-shaped,
shape,cupular,cupular,
shape,cupulate,cup-shaped,
shape,curved,curved,
shape,cushion-shaped,cushion-shaped,
shape,cuspidate,cuspidate,
shape,cyanthiform,cyanthiform,
shape,cylindric,cylindric,
shape,cylindrical,cylindrical,
shape,cymbiform,saucerlike,
shape,decurved,decurved,
shape,deltate,deltoid,
shape,deltate-triangular,deltate-triangular,
shape,deltoid,deltoid,
shape,depressed-deltate,depressed-deltate,
shape,digitate,digitate,
shape,dilated,dilated,
shape,diplostemonous,diplostemonous,
shape,discoid,disk,
shape,ellipsoid,ellipsoid,
shape,ellipsoidal,ellipsoidal,
shape,elliptic,elliptic,
shape,elliptic-oblanceolate,elliptic-oblanceolate,
shape,elongate,elongate,
shape,elongate-ovate,elongate-ovate,
shape,emarginate,emarginate,
shape,ensate,ensate,
shape,ensiform,linear,
shape,even-pinnate,even-pinnate,
shape,falcate,falcate,
shape,fasciculate,fasciculate,
shape,fenestrate,fenestrate,
shape,filiform,filiform,
shape,flabelliorm,flabellate,
shape,flagelliform,flagelliform,
shape,foliate,foliate,
shape,foliolate,lobe,
shape,funiform,funiform,
shape,funnel-shaped,funnelform,
shape,funnelform,funnelform,
shape,funnelshaped,funnelform,
shape,fused,fused,
shape,fusiform,fusiform,
shape,galeate,galeate,
shape,geminate,geminate,
shape,gland-tipped,gland-tipped,
shape,glandular-capitate,glandular-capitate,
shape,globose,spheric,
shape,grooved,grooved,
shape,haplostemonous,haplostemonous,
shape,hastate,hastate,
shape,hemispheric,hemispheric,
shape,hippocrepiform,hippocrepiform,
shape,imparipinnate,imparipinnate,
shape,incised,incised,
shape,incurved,incurved,
shape,incurved-ascending,incurved-ascending,
shape,inequilateral,inequilateral,
shape,inert,inert,
shape,infundibular,infundibular,
shape,irregular,bilaterally symmetric,
shape,keeled,keeled,
shape,labiate,labiate,
shape,labriform,labriform,
shape,laciniate,laciniate,
shape,laminar,laminar,
shape,lance-attenuate,lance-attenuate,
shape,lance-elliptic,lance-elliptic,
shape,lance-linear,lance-linear,
shape,lanceolate,lanceolate,
shape,ligulate,ligulate,
shape,liguliform,liguliform,
shape,linear,linear,
shape,linear-attenuate,linear-attenuate,
shape,linear-oblong,linear-oblong,
shape,longitudinal,longitudinal,
shape,lorate,lorate,
shape,low-bullate,low-bullate,
shape,lyrate,lyrate,
shape,monosymmetric,monosymmetric,
shape,monosymmetrical,monosymmetrical,
shape,moriform,moriform,
shape,mounded,mounded,
shape,mucronate,mucronate,
shape,mucronulate,mucronulate,
shape,multicostate,palmate,
shape,multifid,multifid,
shape,multifoliolate,multifoliolate,
shape,navicular,cymbiform,
shape,no lobes,0,
shape,obconic,obconic,
shape,obcordate,obcordate,
shape,obese,obese,
shape,oblanceolate,oblanceolate,
shape,oblique,oblique,
shape,oblong,oblong,
shape,oblong-elliptic,oblong-elliptic,
shape,oblong-terete,oblong,
shape,obovate,obovate,
shape,obovoid,obovoid,
shape,obtriangular,obtriangular,
shape,obtusangulate,obtusangulate,
shape,obtuse,obtuse,
shape,obtuse-apiculate,obtuse-apiculate,
shape,octagonal,polygonal,
shape,octagonate,polygonal,
shape,odd-pinnate,odd-pinnate,
shape,orbicular,orbicular,
shape,orbicular-ovate,orbicular,
shape,orbiculate,orbicular,
shape,ovate,ovate,
shape,ovate-acuminate,ovate-acuminate,
shape,ovate-angulate,ovate-polygonal,
shape,ovoid,ovoid,
shape,ovoid-ellipsoid,ovoid-ellipsoid,
shape,paleaceous,paleaceous,
shape,palmatifid,palmatifid,
shape,palmatiite,palmatiite,
shape,palmatipartite,palmatipartite,
shape,palmatisect,palmatisect,
shape,pandurate,pandurate,
shape,papilionaceous,papilionaceous,
shape,pappiform,pappiform,
shape,paripinnate,paripinnate,
shape,patelliform,patelliform,
shape,pedate,pedate,
shape,pedicellate,pedicellate,
shape,peltate,peltate,
shape,pendulous,pendulous,
shape,pentagonal,polygonal,
shape,pentangular,polygonal,
shape,pentangulate,polygonal,
shape,perfoliate,perfoliate,
shape,perforate,perforate,
shape,petiolate,petiolate,
shape,pinnate,pinnate,
shape,pinnatifid,pinnatifid,
shape,pinnatiite,pinnatiite,
shape,pinnatipartite,pinnatipartite,
shape,pinnatisect,pinnatisect,
shape,plain,plain,
shape,plane,plane,
shape,plano-compressed,plano-compressed,
shape,planocompressed,plano-compressed,
shape,plumose,plumose,
shape,plumpy,plumpy,
shape,pluripinnate,pluripinnate,
shape,polygonal,polygonal,
shape,polygonal - angulate,polygonal,
shape,polygonal-angulate,polygonal,
shape,pseudoracemose,pseudoracemose,
shape,pulvinate,pulvinate,
shape,pyriform,pyriform,
shape,quadagonal,polygonal,
shape,quadagulate,polygonal,
shape,quadanguar,polygonal,
shape,quadilateral,polygonal,
shape,rectangular,rhomboid,
shape,recurved,recurved,
shape,recurving,recurving,
shape,refracted,refracted,
shape,regular,radially symmetric,
shape,reniform,reniform,
shape,reniform-angulate,reniform-polygonal,
shape,retrorse,retrorse,
shape,retuse,retuse,
shape,rhombic,rhomboic,
shape,rhombic-oblong,rhombic-oblong,
shape,rhombic-obovoid-lentiform,rhombic-obovoid-lentiform,
shape,rhomboic,rhomboic,
shape,rhomboid,rhomboid,
shape,rhomboidal,rhomboidal,
shape,rosette,rosette,
shape,rosettes,rosette,
shape,rotate,rotate,
shape,rotund,orbicular,
shape,round,orbicular,
shape,rounded,orbicular,
shape,roundish,orbicular,
shape,s-curved,s-curved,
shape,saccate,saccate,
shape,sagittate,sagittate,
shape,salverform,salverform,
shape,saucer-like,saucerlike,
shape,saucer-shaped,saucerlike,
shape,saucerlike,saucerlike,
shape,saucershaped,saucerlike,
shape,sausage-shaped,sausage-shaped,
shape,scapiform,scapiform,
shape,semiamplexicaul,semiamplexicaul,
shape,semicircular,semicircular,
shape,semicordate,semicordate,
shape,semisagittate,semisagittate,
shape,semiterete,semiterete,
shape,semitriangular,semitriangular,
shape,septagonal,polygonal,
shape,septagonate,polygonal,
shape,septate,septate,
shape,setiform,setiform,
shape,setose-cilliate,setose-cilliate,
shape,sextagonal,polygonal,
shape,sextagonate,polygonal,
shape,short-stipitate,short-stipitate,
shape,slender,slender,
shape,spathulate,spathulate,
shape,spatulate,spatulate,
shape,spear-shaped,spear-shaped,
shape,spearshaped,spear-shaped,
shape,spheric,spheric,
shape,spicate,spicate,
shape,spiculate,spiculate,
shape,spikelike,spikelike,
shape,squamiform,squamiform,
shape,square,square,
shape,stalked,stalked,
shape,stellate,stellate,
shape,stellate-lepidote,stellate-lepidote,
shape,stellately,stellate,
shape,stelliate,stelliate,
shape,stelliform,stelliform,
shape,stipitate glandular,stipitate glandular,
shape,straight,straight,
shape,styliform,styliform,
shape,subacute,subacute,
shape,subalternate,subalternate,
shape,subcordate,subcordate,
shape,subcylindric,cylindrical,
shape,subcylindrical,cylindrical,
shape,subdecurved,subdecurved,
shape,subequilateral,subequilateral,
shape,subglobose,subglobose,
shape,subincurved,subincurved,
shape,sublobulate,sublobulate,
shape,submoriform,submoriform,
shape,subobtuse,subobtuse,
shape,suborbicular,orbicular,
shape,suborbiculate,orbicular,
shape,subovoid,subovoid,
shape,subpeltate,subpeltate,
shape,subreniform,reniform,
shape,subrhombic,subrhombic,
shape,subterete,subterete,
shape,subulate,subulate,
shape,sulcate,sulcate,
shape,supervolute,supervolute,
shape,sword-shaped,sword-shaped,
shape,swordshaped,swordshaped,
shape,symmetric,symmetric,
shape,tapering,tapering,
shape,terete,terete,
shape,ternate,ternate,
shape,tragacanthoid,tragacanthoid,
shape,trapezoid,trapezoid,
shape,triagonal,polygonal,
shape,triangular,triangular,
shape,triangulate,,
shape,trifid,trifid,
shape,trifoliate,trifoliate,
shape,trifoliolate,trifoliolate,
shape,trilobed,trilobed,
shape,trinifoliate,trinifoliate,
shape,tripinnate,tripinnate,
shape,trullate,trullate,
shape,truncate,truncate,
shape,tub-shaped,tub-shaped,
shape,tubular,tubular,
shape,turbinate,turbinate,
shape,turbinate-campanulate,turbinate-campanulate,
shape,twisted,twisted,
shape,umbellate,umbellate,
shape,umbrella-shaped,umbrella-shaped,
shape,unicostate,pinnate,
shape,unifoliate,unifoliate,
shape,unlobed,unlobed,
shape,urceolate,urceolate,
shape,urn-shaped,urn-shaped,
shape,vaginate,vaginate,
shape,valvate,valvate,
shape,vase-shaped,vase-shaped,
shape,verruciform,verruciform,
shape,zygomorphic,bilaterally symmetric,
shape,zygomorphous,bilaterally symmetric,
shape_leader,abruptly,abruptly,
shape_leader,annulate,annulate,
shape_leader,arborescently,arborescently,
shape_leader,asymmetrically,asymmetrically,
shape_leader,auricular,auricular,
shape_leader,bilaterally,bilaterally,
shape_leader,bipinnately,bipinnate,
shape_leader,broadly,broadly,
shape_leader,bulbously,bulbously,
shape_leader,cuneately,cuneately,
shape_leader,deeply,deeply,
shape_leader,depressed,depressed,
shape_leader,firmly,firmly,
shape_leader,forwardly,forwardly,
shape_leader,gently,gently,
shape_leader,horizontal,horizontal,
shape_leader,inflated,inflated,
shape_leader,irregularly,irregularly,
shape_leader,long-,long-,
shape_leader,loose,loose,
shape_leader,microscopically,microscopically,
shape_leader,mostly,mostly,
shape_leader,narrowly,narrowly,
shape_leader,nearly,nearly,
shape_leader,obliquely,obliquely,
shape_leader,obscurely,obscurely,
shape_leader,palmately,palmate,
shape_leader,paniculately,paniculately,
shape_leader,partly,partly,
shape_leader,pedately,pedate,
shape_leader,pinnately,pinnate,
shape_leader,pliantly,pliantly,
shape_leader,plumply,plumply,
shape_leader,radially,radially,
shape_leader,reticular,reticular,
shape_leader,semi,semi,
shape_leader,shallowly,shallowly,
shape_leader,sometimes,sometimes,
shape_leader,squatly,squatly,
shape_leader,striately,striately,
shape_leader,sub,sub,
shape_leader,subequally,subequally,
shape_leader,symmetrically,symmetrically,
shape_leader,vertically,vertically,
skip,leaf-formula,,
skip,lf-formula,,
subpart,aculei,aculei,
subpart,aculeoli,aculeolus,
subpart,aculeolus,aculeolus,
subpart,aculei,aculeus,
subpart,aculeus,aculeus,
subpart,anastomosing,anastomosing,
subpart,apex,apex,
subpart,apiculi,apiculus,
subpart,apiculus,apiculus,
subpart,appendix,appendix,
subpart,article,article,
subpart,articles,article,
subpart,axes,axis,
subpart,axil,axil,
subpart,axils,axil,
subpart,axis,axis,
subpart,base,base,
subpart,bases,base,
subpart,bilobed,bilobate,
subpart,bivalve,bivalve,
subpart,bivalves,bivalve,
subpart,bristle,setae,
subpart,bristles,setae,
subpart,callose,callose,
subpart,callous,callous,
subpart,cilia,cilia,
subpart,ciliolate,ciliolate,
subpart,crown,crown,
subpart,crowns,crown,
subpart,cusp,cusp,
subpart,dehiscence,dehiscence,
subpart,endosperm,endosperm,
subpart,flesh,flesh,
subpart,furcate,furcate,
subpart,gland,gland,
subpart,glands,gland,
subpart,groove,groove,
subpart,hair,hair,
subpart,hairs,hair,
subpart,horned,horn,
subpart,intervenium,intervenium,
subpart,jointed,joint,
subpart,leaf axil,leaf-axil,
subpart,leaf-axil,leaf-axil,
subpart,lf-axil,leaf-axil,
subpart,limb,limb,
subpart,limbs,limb,
subpart,lobe,lobe,
subpart,lobed,lobe,
subpart,lobes,lobe,
subpart,locular,locular,
subpart,margin,margin,
subpart,margins,margin,
subpart,microphyll,microphyll,
subpart,microphyllidious,microphyllidious,
subpart,nerve,vein,
subpart,nerveless,veinless,
subpart,nerves,vein,
subpart,node,node,
subpart,orifice,orifice,
subpart,pili,pili,
subpart,pilus,hair,
subpart,pore,pore,
subpart,pores,pore,
subpart,primary axis,primary axis,
subpart,prominulous,prominulous,
subpart,rachilla,rachilla,
subpart,rachillae,rachilla,
subpart,ranked,ranked,
subpart,ray,ray,
subpart,rayed,ray,
subpart,rays,ray,
subpart,reticulum,reticulum,
subpart,rhachis,rhachis,
subpart,rim,rim,
subpart,scales,scales,
subpart,segment,segment,
subpart,sinus,sinus,
subpart,sinuses,sinus,
subpart,spine,spine,
subpart,spines,spine,
subpart,subcallose,subcallose,
subpart,sulci,sulcus,
subpart,sulcus,sulcus,
subpart,teeth,tooth,
subpart,tip,tip,
subpart,tips,tip,
subpart,trichome,trichome,
subpart,trichomes,trichome,
subpart,tube,tube,
subpart,tubes,tube,
subpart,valve,valve,
subpart,valves,valve,
subpart,venulation,venulation,
subpart,venule,vein,
subpart,venules,vein,
subpart,villi,villi,
subpart,villus,villus,
subpart,wing,wing,
subpart,wings,wing,
surface,acanceous,acanceous,
surface,acantha,acantha,
surface,acanthocarpus,acanthocarpus,
surface,acanthocladous,acanthocladous,
surface,aculeate,aculeate,
surface,aculeolate,aculeolate,
surface,aden,aden,
surface,adenoid,adenoid,
surface,adenophore,adenophore,
surface,adenophyllous,adenophyllous,
surface,appressed-setose,appressed-setose,
surface,arachnoid,arachnoid,
surface,bloom,bloom,
surface,canescent,canescent,
surface,carnosulous,carnosulous,
surface,chartaceous,chartaceous,
surface,ciliate,ciliate,
surface,coriaceouse,coriaceouse,
surface,cuticle,cuticle,
surface,downy,downy,
surface,echinate-aculeate,echinate-aculeate,
surface,efoliate,efoliate,
surface,eglandular,eglandular,
surface,fimbriate,fimbriate,
surface,fimbriolate,fimbriolate,
surface,floccose,floccose,
surface,glabrate,glabrate,
surface,glabrous,glabrous,
surface,glandular,glandular,
surface,glandular-punctate,glandular-punctate,
surface,glandular-setose,glandular-setose,
surface,glandular-setulose,glandular-setulose,
surface,glandularsetose,glandularsetose,
surface,granular,granular,
surface,hairy,hairy,
surface,hirsute,hirsute,
surface,hispid,hispid,
surface,hispid-pilose,hispid-pilose,
surface,hispidulous,hispid,
surface,lanate,lanate,
surface,lanate-tomentulose,lanate-tomentulose,
surface,lepidote,lepidote,
surface,membranous,membranous,
surface,pallid-tomentulose,pallid-tomentulose,
surface,papillate-puberulent,papillate-puberulent,
surface,pilose,pilose,
surface,pilosulous,pilosulous,
surface,pliant,pliant,
surface,prickly,prickly,
surface,pubemlent,pubemlent,
surface,puberulecence,puberulecence,
surface,puberulent,puberulent,
surface,puberulous,puberulent,
surface,pubescent,pubescent,
surface,retroaculeate,retroaculeate,
surface,scaberulous,scabrous,
surface,scabrous,scabrous,
surface,scurfy,scurfy,
surface,sericeous,sericeous,
surface,setaculeate,setaculeate,
surface,setose,setose,
surface,setose-ciliate,setose-ciliate,
surface,setulose,setulose,
surface,silky,silky,
surface,silky-canescent,silky-canescent,
surface,silky-pilosulous,silky-pilosulous,
surface,silky-tomentulose,silky-tomentulose,
surface,smooth,smooth,
surface,strigose,strigose,
surface,subappressed,subappressed,
surface,subappressed-strigose,strigose,
surface,subglabrous,subglabrous,
surface,sublustrous,sublustrous,
surface,surface,surface,
surface,surfaces,surface,
surface,tomentose,tomentose,
surface,tomentulose,tomentulose,
surface,unarmed,unarmed,
surface,verrucose,verrucose,
surface,villose,villose,
surface,villosity,villosity,
surface,villosulous,villosulous,
surface,villous,villose,
surface,viscid,viscid,
surface_leader,armed,armed,
surface_leader,canescently,canescently,
surface_leader,densely,densely,
surface_leader,shortly,shortly,
surface_leader,thinly,thinly,
venation,acrodromous,acrodromous,
venation,actinodromous,actinodromous,
venation,arbuscular,arbuscular,
venation,arbuscularis,arbuscular,
venation,brochidodromous,brochidodromous,
venation,camptodromous,camptodromous,
venation,campylodrom,campylodrom,
venation,campylodromous,campylodrom,
venation,canalicululate,channelled,
venation,channelled,channelled,
venation,cladodromous,cladodromous,
venation,collimate,collimate,
venation,collimatus,collimate,
venation,conglutinate,conglutinate,
venation,conglutinatus,conglutinate,
venation,craspedodromous,craspedodromous,
venation,dichotomous,dichotomous,
venation,eucamptodromous,eucamptodromous,
venation,fan veined,palmate,
venation,fan-veined,palmate,
venation,feather veined,feather-veined,
venation,feather-veined,feather-veined,
venation,flabellate,flabellate,
venation,flabellatus,flabellate,
venation,guttered,guttered,
venation,hyphodromous,hyphodromous,
venation,imperfect basal,imperfect basal,
venation,imperfect reticulate,imperfect reticulate,
venation,impressed,impressed,
venation,midrib,midrib,
venation,midvein,midrib,
venation,multicostate convergent,multicostate convergent,
venation,multicostate divergent,multicostate divergent,
venation,multicostate parallel,multicostate parallel,
venation,multicostate parallel convergent,multicostate parallel convergent,
venation,multicostate parallel divergent,multicostate parallel divergent,
venation,netted,netted,
venation,palinactodrom,palinactodrom,
venation,palinactodromous,palinactodrom,
venation,palmate,palmate,
venation,palmate parallel,palmate-parallel,
venation,palmate-netted,palmate,
venation,palmate-parallel,palmate-parallel,
venation,palmate-veined,palmate,
venation,palmately netted,palmate,
venation,palmately veined,palmate,
venation,palmatus,palmate,
venation,parallel,parallel,
venation,parallel-nerved,parallelodromous,
venation,parallel-ribbed,parallelodromous,
venation,parallel-veined,parallelodromous,
venation,parallelodrom,parallelodrom,
venation,parallelodromous,parallelodrom,
venation,penni parallel,parallelodromous,
venation,penni-parallel,parallelodromous,
venation,penninerved,penninerved,
venation,penniribbed,penniribbed,
venation,penniveined,penniveined,
venation,pinnate netted,pinnate-netted,
venation,pinnate parallel,pinnate parallel,
venation,pinnate-netted,pinnate-netted,
venation,plinerved,plinervy,
venation,plinervy,plinervy,
venation,reticulate,reticulate,
venation,rib,rib,
venation,ribbed,rib,
venation,ribs,rib,
venation,scalariform,scalariform,
venation,striate,striate,
venation,subflabellate,subflabellate,
venation,submarginal,submarginal,
venation,ternate-netted,ternate-netted,
venation,ternately,ternate-netted,
venation,trinerved,trinerved,
venation,unicostate parallel,unicostate parallel,
venation,unicostate reticulate,unicostate reticulate,
venation,uninerved,uninervous,
venation,uninervous,uninervous,
venation,vein,vein,
venation,veined,veined,
venation,veinless,veinless,
venation,veinlet ,veinlet ,
venation,veins,vein,
venation,venation,vein,
woodiness,herb,herb,
woodiness,herbaceous,herbaceous,
woodiness,herbs,herb,
woodiness,subherbaceous,herbaceous,
woodiness,woody,woody,
